HGNC ID	Approved symbol	Approved name	RefSeq IDs	Gene group ID
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22		
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23		
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24		
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	NR_002929	
HGNC:145	ACTG2	actin gamma 2, smooth muscle	NM_001615	929
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)		
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)		
HGNC:158	ACTL4	actin-like 4		
HGNC:159	ACTL5	actin-like 5		
HGNC:24124	ACTL6A	actin like 6A	NM_004301	1329|1634|1436|595|1605|1604|1606
HGNC:160	ACTL6B	actin like 6B	NM_016188	1436|1605|1604|1606
HGNC:161	ACTL7A	actin like 7A	NM_006687	1436
HGNC:162	ACTL7B	actin like 7B	NM_006686	1436
HGNC:24018	ACTL8	actin like 8	NM_030812	1436
HGNC:28494	ACTL9	actin like 9	NM_178525	1436
HGNC:16127	ACTL10	actin like 10		1436
HGNC:44626	ACTL11P	actin like 11, pseudogene		
HGNC:24758	ACTMAP	actin maturation protease	NM_198476	
HGNC:163	ACTN1	actinin alpha 1	NM_001102	1112
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript		1990
HGNC:164	ACTN2	actinin alpha 2	NM_001103	1112
HGNC:165	ACTN3	actinin alpha 3	NM_001104	1112
HGNC:166	ACTN4	actinin alpha 4		1112
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1		
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2		
HGNC:51621	ACTP1	actin family pseudogene 1	NG_044542	
HGNC:167	ACTR1A	actin related protein 1A		1436|943
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1	NG_021577	
HGNC:168	ACTR1B	actin related protein 1B	NM_005735	1436
HGNC:169	ACTR2	actin related protein 2	NM_001005386	39|1436
HGNC:170	ACTR3	actin related protein 3	NM_005721	39|1436
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	NR_110174	1987
HGNC:17256	ACTR3B	actin related protein 3B	NM_020445	1436
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	NG_005799	
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2		
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3		
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4		
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5		
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6		
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7		
HGNC:37282	ACTR3C	actin related protein 3C		1436
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1		
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2		
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3		
HGNC:14671	ACTR5	actin related protein 5	NM_024855	1436|595
HGNC:24025	ACTR6	actin related protein 6	NM_022496	1329|1436
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	NG_025147	
HGNC:14672	ACTR8	actin related protein 8	NM_022899	1436|595
HGNC:17372	ACTR10	actin related protein 10		1436|943
HGNC:24027	ACTRT1	actin related protein T1	NM_138289	1436
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1	NG_011795	
HGNC:24026	ACTRT2	actin related protein T2	NM_080431	1436
HGNC:24022	ACTRT3	actin related protein T3	NM_032487	1436
HGNC:171	ACVR1	activin A receptor type 1	NM_001105	345
HGNC:172	ACVR1B	activin A receptor type 1B	NM_020328	345
HGNC:18123	ACVR1C	activin A receptor type 1C	NM_145259	345
HGNC:173	ACVR2A	activin A receptor type 2A	NM_001616	346
HGNC:174	ACVR2B	activin A receptor type 2B	NM_001106	346
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	NR_028389	1987
HGNC:175	ACVRL1	activin A receptor like type 1	NM_000020	345
HGNC:176	ACVRLK2	symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)		
HGNC:177	ACY1	aminoacylase 1	NM_000666	1443
HGNC:178	ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)		
HGNC:24104	ACY3	aminoacylase 3	NM_080658	
HGNC:179	ACYP1	acylphosphatase 1		
HGNC:180	ACYP2	acylphosphatase 2		
HGNC:181	AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)		
HGNC:182	AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)		
HGNC:183	AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)		
HGNC:184	AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)		
HGNC:185	AD5	Alzheimer disease 5		
HGNC:186	ADA	adenosine deaminase	NM_000022	1302
HGNC:1839	ADA2	adenosine deaminase 2		1302
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	NM_139243	1303
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1		
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2		
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	NM_139174	1303
HGNC:31853	ADAL	adenosine deaminase like	NM_001324366	1302
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	NG_001216	47
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	NG_024129	47
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	NM_001464	47
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	NR_001569	47
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	NG_001526	47
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	NR_001448	47
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	NR_002224	47
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	NM_003817	47
HGNC:56152	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	NR_125808	1987
HGNC:56153	ADAM7-AS2	ADAM7 antisense RNA 2	NR_125809	1987
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	NM_001109	47|471
HGNC:216	ADAM9	ADAM metallopeptidase domain 9		47
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	NM_001110	47|471
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	NM_002390	47
HGNC:190	ADAM12	ADAM metallopeptidase domain 12		47
HGNC:43841	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)		
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	NM_003815	47
HGNC:195	ADAM17	ADAM metallopeptidase domain 17		47|471
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	NM_014237	47
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	NM_033274	47
HGNC:199	ADAM20	ADAM metallopeptidase domain 20		47
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	NR_037933	
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2		
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3		
HGNC:200	ADAM21	ADAM metallopeptidase domain 21		47
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	NG_002467	
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	NM_021723	47
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	NM_003812	47
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene		47
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	NM_021778	47
HGNC:207	ADAM29	ADAM metallopeptidase domain 29		47
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	NM_021794	47
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	NM_145004	47
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	NM_025220	47
HGNC:16299	ADAMDEC1	ADAM like decysin 1	NM_014479	
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		50
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	NM_014244	50
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		50
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	NM_005099	50
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		50
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	NM_197941	50
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	NM_014272	50
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1		
HGNC:49408	ADAMTS7P2	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)		
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3		
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4		
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	NM_007037	50
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		50
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	NR_110150	1987
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	NR_038264	1987
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	NM_030957	50
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	NM_030955	50
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	NM_139025	50
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	NM_080722	50
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	NM_139055	50
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	NM_139056	50
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript	NR_109915	1990
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	NM_139057	50
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18		50
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	NM_133638	50
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	NR_125748	1987
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	NM_025003	50
HGNC:16662	ADAMTS21	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)		
HGNC:14632	ADAMTSL1	ADAMTS like 1		947|1691|593
HGNC:14631	ADAMTSL2	ADAMTS like 2	NM_014694	947
HGNC:14633	ADAMTSL3	ADAMTS like 3	NM_207517	593|947|594
HGNC:19706	ADAMTSL4	ADAMTS like 4	NM_019032	947|1691
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1		1987
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2		1987
HGNC:27912	ADAMTSL5	ADAMTS like 5	NM_213604	947
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	NM_006869	682|395
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	NM_018404	395|682
HGNC:225	ADAR	adenosine deaminase RNA specific	NM_001111	1303
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	NM_015833	1303
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	NM_018702	1303
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	NR_033387	1987
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	NM_012091	1303
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	NM_001286259	1303
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	NM_138422	1303
HGNC:19038	ADCK1	aarF domain containing kinase 1	NM_020421	
HGNC:19039	ADCK2	aarF domain containing kinase 2	NM_052853	
HGNC:21738	ADCK5	aarF domain containing kinase 5	NM_174922	
HGNC:229	ADCP1	adenosine deaminase complexing protein 1		
HGNC:230	ADCP2	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)		
HGNC:231	ADCR	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)		
HGNC:232	ADCY1	adenylate cyclase 1	NM_021116	53
HGNC:233	ADCY2	adenylate cyclase 2	NM_020546	53
HGNC:234	ADCY3	adenylate cyclase 3		53
HGNC:235	ADCY4	adenylate cyclase 4		53
HGNC:236	ADCY5	adenylate cyclase 5	NM_183357	53
HGNC:237	ADCY6	adenylate cyclase 6	NM_020983	53|1691
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript		1990
HGNC:238	ADCY7	adenylate cyclase 7		1691|53
HGNC:239	ADCY8	adenylate cyclase 8		53
HGNC:240	ADCY9	adenylate cyclase 9		53
HGNC:21285	ADCY10	adenylate cyclase 10	NM_018417	53
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1	NR_026938	
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	NM_001117	1902
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	NM_001118	264
HGNC:243	ADD1	adducin 1	NM_014189	2050
HGNC:244	ADD2	adducin 2	NM_001617	2050
HGNC:245	ADD3	adducin 3	NM_019903	2050
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	NR_038943	1987
HGNC:246	ADDL	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)		
HGNC:247	ADFN	albinism-deafness syndrome		
HGNC:21212	ADGB	androglobin	NM_024694	975
HGNC:55654	ADGB-DT	ADGB divergent transcript	NR_125860	1990
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1		911
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1		1987
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2		594|911
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3		593|911
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1		
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	NM_001702	912
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	NM_001703	912|1691
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3		912
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript		1990
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	NM_198827	914
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	NR_131950	1987
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	NM_182611	914
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1		915
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2		915|471
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	NM_032571	915
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	NR_024075	915
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	NM_078481	471|915
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	NM_153840	916
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	NM_153839	916
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	NM_153835	916
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	NM_153838	916
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	NM_015234	594|593|916
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1	NR_110658	1987
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1		
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2		
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1		917
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2		917
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	NM_170776	917
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4		917
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	NM_153837	917
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6		917
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7		917
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	NM_014921	918
HGNC:55309	ADGRL1-AS1	ADGRL1 antisense RNA 1	NR_045214	1987
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	NM_012302	918
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3		918
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1		1987
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	NM_022159	918
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	NM_032119	1244|919
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	NM_000667	397
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	NM_000668	397
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	NM_000669	397
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	NM_000670	397
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	NM_000671	397
HGNC:254	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1		
HGNC:22976	ADH5P2	ADH5 pseudogene 2		
HGNC:22991	ADH5P3	ADH5 pseudogene 3		
HGNC:21377	ADH5P4	ADH5 pseudogene 4	XM_208352	
HGNC:54523	ADH5P5	ADH5 pseudogene 5		
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	NM_000672	397
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	NM_000673	397
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	NM_144650	397
HGNC:30576	ADI1	acireductone dioxygenase 1	NM_018269	
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1		
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2		
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3		
HGNC:28606	ADIG	adipogenin	NM_001018082	
HGNC:56273	ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	NR_176917	1992
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	NM_004797	1372
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	NR_046662	1987
HGNC:24040	ADIPOR1	adiponectin receptor 1	NM_015999	293|930
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	NG_022165	
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	NG_022863	
HGNC:24041	ADIPOR2	adiponectin receptor 2	NM_024551	293|930
HGNC:16477	ADIR	symbol withdrawn, see [HGNC:11997](/data/gene-symbol-report/#!/hgnc_id/HGNC:11997)		
HGNC:24043	ADIRF	adipogenesis regulatory factor	NM_006829	
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1		1987
HGNC:15873	ADISSP	adipose secreted signaling protein	NM_001039140	
HGNC:257	ADK	adenosine kinase	NM_006721	
HGNC:258	ADL	symbol withdrawn, see [HGNC:10805](/data/gene-symbol-report/#!/hgnc_id/HGNC:10805)		
HGNC:259	ADM	adrenomedullin	NM_001124	1902
HGNC:55516	ADM-DT	ADM divergent transcript		1990
HGNC:28898	ADM2	adrenomedullin 2	NM_024866	1902
HGNC:27293	ADM5	adrenomedullin 5 (putative)	NM_001101340	
HGNC:260	ADMLX	symbol withdrawn, see [HGNC:6211](/data/gene-symbol-report/#!/hgnc_id/HGNC:6211)		
HGNC:261	ADMLY	symbol withdrawn, see [HGNC:6214](/data/gene-symbol-report/#!/hgnc_id/HGNC:6214)		
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	NM_181442	529
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	NR_110009	1987
HGNC:23803	ADNP2	ADNP homeobox 2	NM_014913	529|28
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	NM_032804	
HGNC:262	ADORA1	adenosine A1 receptor	NM_000674	211
HGNC:263	ADORA2A	adenosine A2a receptor	NM_000675	211
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	NR_028483	1987
HGNC:264	ADORA2B	adenosine A2b receptor		211
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	NG_000843	
HGNC:266	ADORA2L1	adenosine A2 receptor-like 1		
HGNC:267	ADORA2L2	adenosine A2 receptor-like 2		
HGNC:268	ADORA3	adenosine A3 receptor	NM_000677, NM_020683	211|590
HGNC:25250	ADPGK	ADP dependent glucokinase	NM_031284	
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	NR_040107	1987
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	NM_001125	
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	NM_138430	
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	NM_020233	1073
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	NM_017825	
HGNC:277	ADRA1A	adrenoceptor alpha 1A	NM_033303	169
HGNC:278	ADRA1B	adrenoceptor alpha 1B		169
HGNC:279	ADRA1C	symbol withdrawn, see [HGNC:277](/data/gene-symbol-report/#!/hgnc_id/HGNC:277)		
HGNC:280	ADRA1D	adrenoceptor alpha 1D	NM_000678	169
HGNC:281	ADRA2A	adrenoceptor alpha 2A	NM_000681	169
HGNC:282	ADRA2B	adrenoceptor alpha 2B		169
HGNC:283	ADRA2C	adrenoceptor alpha 2C	NM_000683	169
HGNC:284	ADRA2L1	symbol withdrawn, see [HGNC:282](/data/gene-symbol-report/#!/hgnc_id/HGNC:282)		
HGNC:285	ADRB1	adrenoceptor beta 1		169
HGNC:286	ADRB2	adrenoceptor beta 2	NM_000024	169
HGNC:287	ADRB2RL1	symbol withdrawn, see [HGNC:5286](/data/gene-symbol-report/#!/hgnc_id/HGNC:5286)		
HGNC:288	ADRB3	adrenoceptor beta 3	NM_000025	169
HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor		690
HGNC:291	ADSL	adenylosuccinate lyase	NM_000026	1569
HGNC:20093	ADSS1	adenylosuccinate synthase 1		
HGNC:292	ADSS2	adenylosuccinate synthase 2	NM_001126	
HGNC:293	ADT	ADT unknown		
HGNC:294	ADTAA	symbol withdrawn, see [HGNC:561](/data/gene-symbol-report/#!/hgnc_id/HGNC:561)		
HGNC:295	ADTAB	symbol withdrawn, see [HGNC:562](/data/gene-symbol-report/#!/hgnc_id/HGNC:562)		
HGNC:296	ADTB1	symbol withdrawn, see [HGNC:554](/data/gene-symbol-report/#!/hgnc_id/HGNC:554)		
HGNC:299	ADTB2	symbol withdrawn, see [HGNC:563](/data/gene-symbol-report/#!/hgnc_id/HGNC:563)		
HGNC:300	ADTG	symbol withdrawn, see [HGNC:555](/data/gene-symbol-report/#!/hgnc_id/HGNC:555)		
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	NM_032744	
HGNC:301	AE1	symbol withdrawn, see [HGNC:11027](/data/gene-symbol-report/#!/hgnc_id/HGNC:11027)		
HGNC:302	AE2	symbol withdrawn, see [HGNC:11028](/data/gene-symbol-report/#!/hgnc_id/HGNC:11028)		
HGNC:303	AEBP1	AE binding protein 1	NM_001129	1321|1691
HGNC:24051	AEBP2	AE binding protein 2	NM_153207	28
HGNC:305	AEMK	symbol withdrawn, see [HGNC:6218](/data/gene-symbol-report/#!/hgnc_id/HGNC:6218)		
HGNC:25722	AEN	apoptosis enhancing nuclease	NM_022767	1691|544
HGNC:306	AEPLC	symbol withdrawn, see [HGNC:934](/data/gene-symbol-report/#!/hgnc_id/HGNC:934)		
HGNC:308	AEZ	symbol withdrawn, see [HGNC:17129](/data/gene-symbol-report/#!/hgnc_id/HGNC:17129)		
HGNC:309	AF8T	AF8 temperature sensitivity complementing		
HGNC:310	AFA	ankyloblepharon filiforme adnatum		
HGNC:24017	AFAP1	actin filament associated protein 1	NM_021638	682
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	NR_026892	1987
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	NM_152406	682
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	NM_032550	682
HGNC:311	AFCP	symbol withdrawn, see [HGNC:1474](/data/gene-symbol-report/#!/hgnc_id/HGNC:1474)		
HGNC:312	AFD1	acrofacial dysostosis 1, Nager type		
HGNC:7137	AFDN	afadin, adherens junction formation factor	NM_005936	1220
HGNC:21236	AFDN-DT	AFDN divergent transcript	NR_027906	1990
HGNC:7135	AFF1	ALF transcription elongation factor 1	NM_005935	1280|1145
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1	NR_038841	1987
HGNC:3776	AFF2	ALF transcription elongation factor 2	NM_002025	1145|1280
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1		1989
HGNC:6473	AFF3	ALF transcription elongation factor 3	NM_002285	1280|1145
HGNC:17869	AFF4	ALF transcription elongation factor 4	NM_014423	1280|1145
HGNC:55235	AFF4-DT	AFF4 divergent transcript		1990
HGNC:56526	AFF4P1	AFF4 pseudogene 1		
HGNC:16411	AFG1L	AFG1 like ATPase	NM_145315	
HGNC:313	AFG3	symbol withdrawn, see [HGNC:314](/data/gene-symbol-report/#!/hgnc_id/HGNC:314)		
HGNC:314	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	NR_003226	413
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	NM_006796	413
HGNC:24169	AFG3L2P1	AFG3L2 pseudogene 1		
HGNC:316	AFM	afamin		
HGNC:20910	AFMID	arylformamidase	NM_001145526	
HGNC:317	AFP	alpha fetoprotein		
HGNC:25951	AFTPH	aftiphilin	NM_017657	1691
HGNC:52788	AFTPH-DT	AFTPH divergent transcript	NR_136167	1990
HGNC:318	AGA	aspartylglucosaminidase	NM_000027	
HGNC:27730	AGA-DT	AGA divergent transcript		1990
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	NM_014914	395|1291|403
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1		1989
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	NM_014770	1291|403|395
HGNC:48633	AGAP2-AS1	AGAP2 antisense RNA 1	NR_027032	1987
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	NM_031946	1291|403|395
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	NM_133446	395|1291|403
